Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan (ton/tahun);Sampah Terkelola Tahunan (ton/tahun)
2019;D.I. Yogyakarta;Kota Yogyakarta;68.240;79.251
2019;Jawa Timur;Kab. Pacitan;68.157;79.238
2019;Jawa Timur;Kab. Trenggalek;68.074;79.225
2019;Jawa Timur;Kab. Tulungagung;67.991;79.212
2019;Jawa Timur;Kab. Blitar;67.908;79.199
2019;Jawa Timur;Kab. Kediri;67.825;79.186
2019;Jawa Timur;Kab. Malang;67.743;79.174
2019;Jawa Timur;Kab. Lumajang;67.660;79.161
2019;Jawa Timur;Kab. Banyuwangi;67.577;79.148
2019;Jawa Timur;Kab. Bondowoso;67.494;79.135
2019;Jawa Timur;Kab. Situbondo;67.411;79.122
2019;Jawa Timur;Kab. Probolinggo;67.328;79.110
2019;Jawa Timur;Kab. Pasuruan;67.245;79.097
2019;Jawa Timur;Kab. Sidoarjo;67.162;79.084
2019;Jawa Timur;Kab. Nganjuk;67.079;79.071
2019;Jawa Timur;Kab. Madiun;66.996;79.058
2019;Jawa Timur;Kab. Ngawi;66.913;79.045
2019;Jawa Timur;Kab. Bojonegoro;66.830;79.033
2019;Jawa Timur;Kab. Tuban;66.747;79.020
2019;Jawa Timur;Kab. Gresik;66.664;79.007
2019;Jawa Timur;Kab. Sampang;66.581;78.994
2019;Jawa Timur;Kab. Pamekasan;66.498;78.981
2019;Jawa Timur;Kab. Sumenep;66.415;78.969
2019;Jawa Timur;Kota Kediri;66.332;78.956
2019;Jawa Timur;Kota Blitar;66.249;78.943
2019;Jawa Timur;Kota Malang;66.166;78.930
2019;Jawa Timur;Kota Probolinggo;66.083;78.917
2019;Jawa Timur;Kota Pasuruan;66.000;78.905
2019;Jawa Timur;Kota Mojokerto;65.917;78.892
2019;Jawa Timur;Kota Madiun;65.834;78.879
2019;Jawa Timur;Kota Surabaya;65.751;78.866
2019;Jawa Timur;Kota Batu;65.669;78.853
2019;Banten;Kab. Pandeglang;65.586;78.840
2019;Banten;Kab. Lebak;65.503;78.828
2019;Banten;Kab. Tangerang;65.420;78.815
2019;Banten;Kota Tangerang;65.337;78.802
2019;Banten;Kota Cilegon;65.254;78.789
2019;Banten;Kota Tangerang Selatan;65.171;78.776
2019;Bali;Kab. Jembrana;65.088;78.764
2019;Bali;Kab. Badung;65.005;78.751
2019;Bali;Kab. Gianyar;64.922;78.738
2019;Bali;Kab. Bangli;64.839;78.725
2019;Bali;Kab. Karangasem;64.756;78.712
2019;Bali;Kab. Buleleng;64.673;78.699
2019;Bali;Kota Denpasar;64.590;78.687
2019;Nusa Tenggara Barat;Kab. Lombok Timur;64.507;78.674
2019;Nusa Tenggara Barat;Kab. Lombok Utara;64.424;78.661
2019;Kalimantan Barat;Kab. Sambas;64.341;78.648
2019;Kalimantan Barat;Kab. Mempawah;64.258;78.635
2019;Kalimantan Barat;Kab. Sanggau;64.175;78.623
2019;Kalimantan Barat;Kab. Ketapang;64.092;78.610
2019;Kalimantan Barat;Kab. Kapuas Hulu;64.009;78.597
2019;Kalimantan Barat;Kab. Bengkayang;63.926;78.584
2019;Kalimantan Barat;Kota Pontianak;63.843;78.571
2019;Kalimantan Tengah;Kab. Kotawaringin Barat;63.760;78.559
2019;Kalimantan Tengah;Kab. Kotawaringin Timur;63.677;78.546
2019;Kalimantan Tengah;Kab. Kapuas;63.595;78.533
2019;Kalimantan Tengah;Kab. Barito Utara;63.512;78.520
2019;Kalimantan Tengah;Kab. Katingan;63.429;78.507
2019;Kalimantan Tengah;Kab. Sukamara;63.346;78.494
2019;Kalimantan Tengah;Kab. Pulang Pisau;63.263;78.482
2019;Kalimantan Tengah;Kab. Barito Timur;63.180;78.469
2019;Kalimantan Tengah;Kota Palangkaraya;63.097;78.456
2019;Kalimantan Selatan;Kab. Tanah Laut;63.014;78.443
2019;Kalimantan Selatan;Kab. Kotabaru;62.931;78.430
2019;Kalimantan Selatan;Kab. Barito Kuala;62.848;78.418
2019;Kalimantan Selatan;Kab. Tapin;62.765;78.405
2019;Kalimantan Selatan;Kab. Hulu Sungai Selatan;62.682;78.392
2019;Kalimantan Selatan;Kab. Hulu Sungai Tengah;62.599;78.379
2019;Kalimantan Selatan;Kab. Hulu Sungai Utara;62.516;78.366
2019;Kalimantan Selatan;Kab. Tanah Bumbu;62.433;78.353
2019;Kalimantan Selatan;Kab. Balangan;62.350;78.341
2019;Kalimantan Selatan;Kota Banjarmasin;62.267;78.328
2019;Kalimantan Selatan;Kota Banjarbaru;62.184;78.315
2019;Kalimantan Timur;Kab. Paser;62.101;78.302
2019;Kalimantan Timur;Kab. Kutai Kartanegara;62.018;78.289
2019;Kalimantan Timur;Kab. Berau;61.935;78.277
2019;Kalimantan Timur;Kab. Kutai Timur;61.852;78.264
2019;Kalimantan Timur;Kab. Penajam Paser Utara;61.769;78.251
2019;Kalimantan Timur;Kota Balikpapan;61.686;78.238
2019;Kalimantan Timur;Kota Samarinda;61.603;78.225
2019;Kalimantan Timur;Kota Bontang;61.521;78.212
2019;Kalimantan Utara;Kab. Nunukan;61.438;78.200
2019;Kalimantan Utara;Kota Tarakan;61.355;78.187
2019;Sulawesi Utara;Kab. Minahasa;61.272;78.174
2019;Sulawesi Utara;Kab. Kepulauan Sangihe;61.189;78.161
2019;Sulawesi Utara;Kab. Kepulauan Talaud;61.106;78.148
2019;Sulawesi Utara;Kab. Minahasa Selatan;61.023;78.136
2019;Sulawesi Utara;Kab. Minahasa Utara;60.940;78.123
2019;Sulawesi Utara;Kab. Minahasa Tenggara;60.857;78.110
2019;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;60.774;78.097
2019;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;60.691;78.084
2019;Sulawesi Utara;Kota Bitung;60.608;78.072
2019;Sulawesi Utara;Kota Tomohon;60.525;78.059
2019;Sulawesi Utara;Kota Kotamobagu;60.442;78.046
2019;Sulawesi Tengah;Kab. Banggai;60.359;78.033
2019;Sulawesi Tengah;Kab. Poso;60.276;78.020
2019;Sulawesi Tengah;Kab. Donggala;60.193;78.007
2019;Sulawesi Tengah;Kab. Parigi Moutong;60.110;77.995
2019;Sulawesi Selatan;Kab. Kepulauan Selayar;60.027;77.982
2019;Sulawesi Selatan;Kab. Bulukumba;59.944;77.969
2019;Sulawesi Selatan;Kab. Bantaeng;59.861;77.956
2019;Sulawesi Selatan;Kab. Sinjai;59.778;77.943
2019;Sulawesi Selatan;Kab. Bone;59.695;77.931
2019;Sulawesi Selatan;Kab. Maros;59.612;77.918
2019;Sulawesi Selatan;Kab. Pangkajene Kepulauan;59.529;77.905
2019;Sulawesi Selatan;Kab. Barru;59.447;77.892
2019;Sulawesi Selatan;Kab. Wajo;59.364;77.879
2019;Sulawesi Selatan;Kab. Sidenreng Rappang;59.281;77.866
2019;Sulawesi Selatan;Kab. Enrekang;59.198;77.854
2019;Sulawesi Selatan;Kab. Luwu Utara;59.115;77.841
2019;Sulawesi Selatan;Kab. Luwu Timur;59.032;77.828
2019;Sulawesi Selatan;Kota Parepare;58.949;77.815
2019;Sulawesi Selatan;Kota Palopo;58.866;77.802
2019;Sulawesi Tenggara;Kab. Kolaka;58.783;77.790
2019;Sulawesi Tenggara;Kab. Buton;58.700;77.777
2019;Sulawesi Tenggara;Kab. Bombana;58.617;77.764
2019;Gorontalo;Kab. Gorontalo;58.534;77.751
2019;Gorontalo;Kab. Pohuwato;58.451;77.738
2019;Gorontalo;Kota Gorontalo;58.368;77.725
2019;Sulawesi Barat;Kab. Pasangkayu;58.285;77.713
2019;Sulawesi Barat;Kab. Polewali Mandar;58.202;77.700
2019;Maluku;Kab. Maluku Tenggara;58.119;77.687
2019;Maluku;Kab. Buru Selatan;58.036;77.674
2019;Maluku;Kota Ambon;57.953;77.661
2019;Maluku Utara;Kab. Halmahera Utara;57.870;77.649
2019;Maluku Utara;Kota Ternate;57.787;77.636
2019;Maluku Utara;Kota Tidore Kepulauan;57.704;77.623
2019;Papua;Kab. Biak Numfor;57.621;77.610
2019;Papua;Kota Jayapura;57.538;77.597
2019;Papua Selatan;Kab. Asmat;57.455;77.585
2019;Papua Barat Daya;Kab. Raja Ampat;57.373;77.572
2018;Papua Barat;Kab. Manokwari;57.290;77.559

